DateTime,O3,NOx,GT,NO2
2004-05-05 02:00:00,377,1450,28,1360
2004-05-05 03:00:00,437,1327,-200,1399
2004-05-05 04:00:00,468,1267,41,1439
2004-05-05 05:00:00,580,1109,54,1526
2004-05-05 06:00:00,805,912,81,1673
2004-05-05 07:00:00,1273,630,107,2163
2004-05-05 08:00:00,1452,571,-200,2264
2004-05-05 09:00:00,1307,620,124,2143
2004-05-05 10:00:00,1102,737,123,1876
2004-05-05 11:00:00,1083,735,120,1887
2004-05-05 12:00:00,1083,709,113,1920
2004-05-05 13:00:00,1236,618,114,2116
2004-05-05 14:00:00,1223,631,120,2049
2004-05-05 15:00:00,1175,684,125,1945
2004-05-05 16:00:00,933,824,88,1740
2004-05-05 17:00:00,835,857,72,1682
2004-05-05 18:00:00,1291,717,103,1870
2004-05-05 19:00:00,802,881,67,1661
2004-05-05 20:00:00,842,850,79,1733
2004-05-05 21:00:00,744,918,89,1637
2004-05-05 22:00:00,500,1130,67,1438
2004-05-05 23:00:00,560,1059,83,1518
2004-05-06 00:00:00,589,1085,76,1468
2004-05-06 01:00:00,488,1201,58,1416
2004-05-06 02:00:00,387,1534,30,1310
2004-05-06 03:00:00,355,1635,-200,1292
2004-05-06 04:00:00,351,1625,22,1294
2004-05-06 05:00:00,420,1366,50,1357
2004-05-06 06:00:00,695,1048,92,1546
2004-05-06 07:00:00,1139,729,101,1984
2004-05-06 08:00:00,1315,652,121,2029
2004-05-06 09:00:00,1217,705,130,1836
2004-05-06 10:00:00,1014,789,114,1692
2004-05-06 11:00:00,884,869,100,1624
2004-05-06 12:00:00,524,1035,56,1450
2004-05-06 13:00:00,644,874,75,1581
2004-05-06 14:00:00,1032,733,121,1831
2004-05-06 15:00:00,1038,741,128,1816
2004-05-06 16:00:00,1077,730,139,1869
2004-05-06 17:00:00,983,804,122,1728
2004-05-06 18:00:00,834,892,92,1626
2004-05-06 19:00:00,949,824,97,1722
2004-05-06 20:00:00,941,870,98,1605
2004-05-06 21:00:00,756,973,93,1497
2004-05-06 22:00:00,655,1133,65,1422
2004-05-06 23:00:00,805,938,81,1586
2004-05-07 00:00:00,970,879,102,1579
2004-05-07 01:00:00,969,896,91,1568
2004-05-07 02:00:00,671,1160,56,1427
2004-05-07 03:00:00,575,1227,-200,1384
2004-05-07 04:00:00,535,1269,41,1386
2004-05-07 05:00:00,489,1260,48,1364
2004-05-07 06:00:00,689,964,72,1590
2004-05-07 07:00:00,1196,657,106,2014
2004-05-07 08:00:00,1266,621,107,2095
2004-05-07 09:00:00,1130,741,127,1824
2004-05-07 10:00:00,834,878,114,1582
2004-05-07 11:00:00,536,1027,101,1405
2004-05-07 12:00:00,545,989,95,1418
2004-05-07 13:00:00,720,904,110,1526
2004-05-07 14:00:00,655,940,101,1460
2004-05-07 15:00:00,614,937,106,1481
2004-05-07 16:00:00,725,869,116,1600
2004-05-07 17:00:00,1036,691,124,1948
2004-05-07 18:00:00,1127,684,133,1911
2004-05-07 19:00:00,854,857,96,1642
2004-05-07 20:00:00,792,940,85,1527
2004-05-07 21:00:00,891,922,97,1595
2004-05-07 22:00:00,876,927,97,1568
2004-05-07 23:00:00,851,954,101,1531
2004-05-08 00:00:00,787,1003,85,1516
2004-05-08 01:00:00,711,1084,80,1446
2004-05-08 02:00:00,396,1483,33,1252
2004-05-08 03:00:00,375,1482,-200,1239
2004-05-08 04:00:00,343,1544,-200,1202
2004-05-08 05:00:00,401,1480,-200,1257
2004-05-08 06:00:00,518,1243,-200,1329
2004-05-08 07:00:00,685,1028,-200,1479
2004-05-08 08:00:00,939,857,-200,1589
2004-05-08 09:00:00,974,884,-200,1588
2004-05-08 10:00:00,959,910,-200,1575
2004-05-08 11:00:00,1067,791,-200,1739
2004-05-08 12:00:00,1061,760,-200,1778
2004-05-08 13:00:00,1008,827,-200,1671
2004-05-08 14:00:00,637,1053,-200,1432
2004-05-08 15:00:00,647,1003,-200,1489
2004-05-08 16:00:00,523,1073,-200,1375
2004-05-08 17:00:00,539,992,-200,1408
2004-05-08 18:00:00,649,913,-200,1502
2004-05-08 19:00:00,1071,720,-200,1829
2004-05-08 20:00:00,1237,714,-200,1802
2004-05-08 21:00:00,1018,835,-200,1603
2004-05-08 22:00:00,966,858,-200,1573
2004-05-08 23:00:00,901,979,-200,1457
2004-05-09 00:00:00,949,952,-200,1519
2004-05-09 01:00:00,1057,862,-200,1575
2004-05-09 02:00:00,989,879,-200,1601
2004-05-09 03:00:00,1005,848,-200,1619
2004-05-09 04:00:00,1003,856,-200,1605
2004-05-09 05:00:00,1087,825,-200,1558
2004-05-09 06:00:00,909,987,-200,1460
2004-05-09 07:00:00,882,1050,-200,1414
2004-05-09 08:00:00,568,1266,-200,1303
2004-05-09 09:00:00,620,1068,-200,1434
2004-05-09 10:00:00,686,1025,-200,1450
2004-05-09 11:00:00,700,1008,-200,1476
2004-05-09 12:00:00,780,940,-200,1502
2004-05-09 13:00:00,558,1041,-200,1492
2004-05-09 14:00:00,608,997,-200,1521
2004-05-09 15:00:00,754,892,-200,1595
2004-05-09 16:00:00,544,1048,-200,1420
2004-05-09 17:00:00,550,1011,-200,1446
2004-05-09 18:00:00,627,972,-200,1465
2004-05-09 19:00:00,877,850,-200,1614
2004-05-09 20:00:00,981,833,-200,1625
2004-05-09 21:00:00,832,889,-200,1570
2004-05-09 22:00:00,941,866,-200,1606
2004-05-09 23:00:00,1022,845,-200,1600
2004-05-10 00:00:00,888,951,-200,1501
2004-05-10 01:00:00,683,1172,-200,1375
2004-05-10 02:00:00,534,1361,-200,1344
2004-05-10 03:00:00,489,1462,-200,1318
2004-05-10 04:00:00,562,1304,-200,1357
2004-05-10 05:00:00,652,1213,-200,1385
2004-05-10 06:00:00,1019,837,-200,1705
2004-05-10 07:00:00,1678,523,-200,2459
2004-05-10 08:00:00,1749,490,-200,2617
2004-05-10 09:00:00,1494,633,117,2051
2004-05-10 10:00:00,1186,731,107,1808
2004-05-10 11:00:00,1051,767,95,1748
2004-05-10 12:00:00,1027,735,93,1797
2004-05-10 13:00:00,981,751,104,1758
2004-05-10 14:00:00,976,753,102,1767
2004-05-10 15:00:00,932,800,109,1731
2004-05-10 16:00:00,871,810,97,1716
2004-05-10 17:00:00,990,749,104,1824
2004-05-10 18:00:00,1196,651,124,1961
2004-05-10 19:00:00,1329,597,135,2050
2004-05-10 20:00:00,1151,698,122,1824
2004-05-10 21:00:00,1031,775,109,1703
2004-05-10 22:00:00,917,842,95,1621
2004-05-10 23:00:00,860,986,86,1521
2004-05-11 00:00:00,910,961,78,1518
2004-05-11 01:00:00,699,1187,53,1362
2004-05-11 02:00:00,596,1366,43,1317
2004-05-11 03:00:00,643,1327,-200,1320
2004-05-11 04:00:00,704,1305,53,1335
2004-05-11 05:00:00,741,1135,48,1405
2004-05-11 06:00:00,968,882,64,1606
2004-05-11 07:00:00,1561,555,95,2301
2004-05-11 08:00:00,1779,508,120,2423
2004-05-11 09:00:00,1822,554,153,2182
2004-05-11 10:00:00,1675,605,163,2032
2004-05-11 11:00:00,1295,712,119,1891
2004-05-11 12:00:00,1091,776,96,1735
2004-05-11 13:00:00,1023,765,94,1728
2004-05-11 14:00:00,877,826,86,1643
2004-05-11 15:00:00,931,824,91,1664
2004-05-11 16:00:00,913,832,97,1675
2004-05-11 17:00:00,1255,674,125,1923
2004-05-11 18:00:00,1571,573,140,2233
2004-05-11 19:00:00,1779,528,158,2345
2004-05-11 20:00:00,1735,568,159,2120
2004-05-11 21:00:00,1511,632,128,1941
2004-05-11 22:00:00,1424,673,114,1840
2004-05-11 23:00:00,1348,706,100,1766
2004-05-12 00:00:00,1174,805,88,1619
2004-05-12 01:00:00,947,964,67,1518
2004-05-12 02:00:00,935,967,65,1511
2004-05-12 03:00:00,838,1089,-200,1468
2004-05-12 04:00:00,768,1132,47,1403
2004-05-12 05:00:00,881,996,57,1517
2004-05-12 06:00:00,1096,800,73,1705
2004-05-12 07:00:00,1495,560,95,2163
2004-05-12 08:00:00,1895,452,110,2667
2004-05-12 09:00:00,1758,525,121,2281
2004-05-12 10:00:00,1630,568,108,2140
2004-05-12 11:00:00,1530,627,125,1964
2004-05-12 12:00:00,1622,576,117,2138
2004-05-12 13:00:00,1828,496,131,2413
2004-05-12 14:00:00,1323,658,126,1894
2004-05-12 15:00:00,1188,713,114,1797
2004-05-12 16:00:00,1166,724,123,1806
2004-05-12 17:00:00,1108,727,116,1797
2004-05-12 18:00:00,995,748,107,1709
2004-05-12 19:00:00,1108,740,123,1767
2004-05-12 20:00:00,956,846,112,1570
2004-05-12 21:00:00,817,959,101,1452
2004-05-12 22:00:00,658,1026,91,1425
2004-05-12 23:00:00,658,989,88,1462
2004-05-13 00:00:00,748,949,96,1455
2004-05-13 01:00:00,569,1045,75,1405
2004-05-13 02:00:00,445,1201,47,1316
2004-05-13 03:00:00,379,1412,-200,1272
2004-05-13 04:00:00,354,1554,25,1252
2004-05-13 05:00:00,407,1409,49,1317
2004-05-13 06:00:00,611,1069,85,1459
2004-05-13 07:00:00,944,815,106,1652
2004-05-13 08:00:00,1328,645,136,1984
2004-05-13 09:00:00,1085,783,119,1663
2004-05-13 10:00:00,1139,774,122,1714
2004-05-13 11:00:00,799,907,90,1554
2004-05-13 12:00:00,804,846,97,1608
2004-05-13 13:00:00,930,789,98,1736
2004-05-13 14:00:00,771,891,93,1576
2004-05-13 15:00:00,845,818,98,1626
2004-05-13 16:00:00,1192,691,123,1910
2004-05-13 17:00:00,1494,605,148,2092
2004-05-13 18:00:00,1457,636,148,2036
2004-05-13 19:00:00,1489,612,133,2076
2004-05-13 20:00:00,1602,594,141,2102
2004-05-13 21:00:00,1468,656,131,1891
2004-05-13 22:00:00,1274,746,121,1733
2004-05-13 23:00:00,1401,648,123,1946
2004-05-14 00:00:00,1354,654,107,1873
2004-05-14 01:00:00,1188,740,104,1690
2004-05-14 02:00:00,975,883,91,1538
2004-05-14 03:00:00,816,978,-200,1463
2004-05-14 04:00:00,921,908,87,1512
2004-05-14 05:00:00,1012,894,102,1524
2004-05-14 06:00:00,905,882,95,1617
2004-05-14 07:00:00,1449,601,140,2105
2004-05-14 08:00:00,1725,527,-200,2326
2004-05-14 09:00:00,1301,723,138,1713
2004-05-14 10:00:00,1181,815,113,1618
2004-05-14 11:00:00,962,923,101,1515
2004-05-14 12:00:00,862,905,97,1523
2004-05-14 13:00:00,1017,843,114,1622
2004-05-14 14:00:00,993,869,110,1573
2004-05-14 15:00:00,879,907,103,1540
2004-05-14 16:00:00,926,882,119,1584
2004-05-14 17:00:00,1011,836,126,1647
2004-05-14 18:00:00,1380,748,144,1790
2004-05-14 19:00:00,1698,706,164,1880
2004-05-14 20:00:00,1432,792,148,1711
2004-05-14 21:00:00,1217,869,119,1567
2004-05-14 22:00:00,1317,803,111,1630
2004-05-14 23:00:00,1255,844,115,1505
2004-05-15 00:00:00,1223,843,103,1520
2004-05-15 01:00:00,930,964,81,1395
2004-05-15 02:00:00,954,964,71,1389
2004-05-15 03:00:00,889,975,-200,1397
2004-05-15 04:00:00,808,1043,58,1324
2004-05-15 05:00:00,643,1171,44,1271
2004-05-15 06:00:00,756,1091,49,1322
2004-05-15 07:00:00,1067,890,68,1576
2004-05-15 08:00:00,1391,727,108,1721
2004-05-15 09:00:00,1486,712,117,1774
2004-05-15 10:00:00,1327,802,127,1653
2004-05-15 11:00:00,835,1015,93,1463
2004-05-15 12:00:00,834,997,94,1457
2004-05-15 13:00:00,815,998,87,1460
2004-05-15 14:00:00,621,1124,75,1333
2004-05-15 15:00:00,643,1056,81,1389
2004-05-15 16:00:00,712,1059,86,1437
2004-05-15 17:00:00,746,1037,97,1455
2004-05-15 18:00:00,991,910,117,1564
2004-05-15 19:00:00,1046,878,120,1603
2004-05-15 20:00:00,1304,780,149,1725
2004-05-15 21:00:00,1100,852,124,1574
2004-05-15 22:00:00,1001,879,97,1552
2004-05-15 23:00:00,1290,762,112,1594
2004-05-16 00:00:00,1205,822,95,1564
2004-05-16 01:00:00,1045,919,88,1450
2004-05-16 02:00:00,739,1052,54,1370
2004-05-16 03:00:00,683,1083,-200,1328
2004-05-16 04:00:00,573,1234,43,1256
2004-05-16 05:00:00,564,1262,45,1235
2004-05-16 06:00:00,602,1326,47,1256
2004-05-16 07:00:00,785,1069,58,1353
2004-05-16 08:00:00,878,1001,69,1393
2004-05-16 09:00:00,981,913,89,1458
2004-05-16 10:00:00,991,930,105,1473
2004-05-16 11:00:00,780,1013,92,1400
2004-05-16 12:00:00,684,1022,82,1405
2004-05-16 13:00:00,468,1173,56,1311
2004-05-16 14:00:00,468,1122,60,1375
2004-05-16 15:00:00,530,995,64,1476
2004-05-16 16:00:00,648,887,85,1566
2004-05-16 17:00:00,746,880,107,1617
2004-05-16 18:00:00,819,856,106,1632
2004-05-16 19:00:00,1125,747,125,1820
2004-05-16 20:00:00,1013,833,118,1648
2004-05-16 21:00:00,816,975,95,1495
2004-05-16 22:00:00,750,1030,97,1416
2004-05-16 23:00:00,673,1098,93,1328
2004-05-17 00:00:00,692,1110,85,1273
2004-05-17 01:00:00,517,1265,67,1182
2004-05-17 02:00:00,392,1474,37,1113
2004-05-17 03:00:00,360,1566,-200,1110
2004-05-17 04:00:00,409,1454,40,1112
2004-05-17 05:00:00,779,1059,75,1220
2004-05-17 06:00:00,1016,944,102,1420
2004-05-17 07:00:00,1243,775,113,1675
2004-05-17 08:00:00,949,945,142,1444
2004-05-17 09:00:00,861,974,90,1404
2004-05-17 10:00:00,850,1007,94,1393
2004-05-17 11:00:00,788,1028,92,1396
2004-05-17 12:00:00,879,950,97,1470
2004-05-17 13:00:00,747,990,88,1423
2004-05-17 14:00:00,700,1028,86,1387
2004-05-17 15:00:00,695,1054,99,1363
2004-05-17 16:00:00,756,1016,95,1425
2004-05-17 17:00:00,941,902,105,1552
2004-05-17 18:00:00,1021,842,121,1644
2004-05-17 19:00:00,1167,796,125,1735
2004-05-17 20:00:00,1105,888,122,1545
2004-05-17 21:00:00,712,1072,81,1350
2004-05-17 22:00:00,735,1014,73,1398
2004-05-17 23:00:00,851,988,80,1439
2004-05-18 00:00:00,706,1091,65,1323
2004-05-18 01:00:00,643,1276,59,1286
2004-05-18 02:00:00,608,1310,50,1264
2004-05-18 03:00:00,469,1413,-200,1233
2004-05-18 04:00:00,469,1320,23,1254
2004-05-18 05:00:00,618,1155,37,1361
2004-05-18 06:00:00,931,931,54,1487
2004-05-18 07:00:00,1519,628,94,1970
2004-05-18 08:00:00,2054,484,139,2605
2004-05-18 09:00:00,1550,719,115,1760
2004-05-18 10:00:00,1381,794,119,1650
2004-05-18 11:00:00,1115,854,103,1604
2004-05-18 12:00:00,1189,765,123,1735
2004-05-18 13:00:00,1200,736,126,1769
2004-05-18 14:00:00,965,818,106,1663
2004-05-18 15:00:00,1018,783,127,1653
2004-05-18 16:00:00,775,862,105,1573
2004-05-18 17:00:00,1193,701,130,1873
2004-05-18 18:00:00,1425,664,160,1988
2004-05-18 19:00:00,1594,635,162,2068
2004-05-18 20:00:00,1284,751,135,1750
2004-05-18 21:00:00,1174,812,122,1648
2004-05-18 22:00:00,937,910,75,1518
2004-05-18 23:00:00,985,883,96,1507
2004-05-19 00:00:00,1041,859,84,1542
2004-05-19 01:00:00,867,1012,68,1407
2004-05-19 02:00:00,822,1094,65,1367
2004-05-19 03:00:00,624,1224,-200,1297
2004-05-19 04:00:00,669,1211,52,1332
2004-05-19 05:00:00,628,1219,46,1318
2004-05-19 06:00:00,810,983,54,1462
2004-05-19 07:00:00,1495,618,94,2044
2004-05-19 08:00:00,2018,490,155,2545
2004-05-19 09:00:00,1696,625,165,2006
2004-05-19 10:00:00,1340,772,134,1711
2004-05-19 11:00:00,1123,813,122,1640
2004-05-19 12:00:00,971,796,113,1688
2004-05-19 13:00:00,1000,746,115,1740
2004-05-19 14:00:00,891,792,118,1702
2004-05-19 15:00:00,852,784,125,1715
2004-05-19 16:00:00,975,747,135,1774
2004-05-19 17:00:00,1192,689,149,1899
2004-05-19 18:00:00,1373,645,162,1961
2004-05-19 19:00:00,1307,659,151,1961
2004-05-19 20:00:00,1325,670,154,1889
2004-05-19 21:00:00,918,823,118,1592
2004-05-19 22:00:00,877,815,103,1622
2004-05-19 23:00:00,1024,781,122,1665
2004-05-20 00:00:00,1019,821,102,1574
2004-05-20 01:00:00,823,900,73,1490
2004-05-20 02:00:00,701,1043,59,1398
2004-05-20 03:00:00,542,1217,-200,1329
2004-05-20 04:00:00,463,1265,26,1317
2004-05-20 05:00:00,533,1168,35,1363
2004-05-20 06:00:00,906,885,68,1553
2004-05-20 07:00:00,1447,593,97,2053
2004-05-20 08:00:00,1835,489,146,2503
2004-05-20 09:00:00,1552,637,83,1961
2004-05-20 10:00:00,1092,787,117,1707
2004-05-20 11:00:00,1071,779,117,1702
2004-05-20 12:00:00,881,796,108,1689
2004-05-20 13:00:00,907,756,107,1729
2004-05-20 14:00:00,899,791,120,1649
2004-05-20 15:00:00,1074,717,150,1799
2004-05-20 16:00:00,969,772,138,1701
2004-05-20 17:00:00,1267,663,148,1959
2004-05-20 18:00:00,1402,645,168,2009
2004-05-20 19:00:00,1437,655,172,1956
2004-05-20 20:00:00,1382,683,179,1870
2004-05-20 21:00:00,1280,771,143,1680
2004-05-20 22:00:00,1250,773,137,1706
2004-05-20 23:00:00,1359,745,117,1693
2004-05-21 00:00:00,1102,889,93,1506
2004-05-21 01:00:00,768,1039,64,1382
2004-05-21 02:00:00,656,1167,58,1331
2004-05-21 03:00:00,683,1123,-200,1344
2004-05-21 04:00:00,670,1089,47,1330
2004-05-21 05:00:00,656,1135,47,1319
2004-05-21 06:00:00,926,894,62,1488
2004-05-21 07:00:00,1677,551,113,2205
2004-05-21 08:00:00,1828,543,126,2275
2004-05-21 09:00:00,1752,635,139,1964
2004-05-21 10:00:00,1581,700,148,1845
2004-05-21 11:00:00,1132,825,117,1622
2004-05-21 12:00:00,1037,788,106,1658
2004-05-21 13:00:00,1023,750,98,1719
2004-05-21 14:00:00,1022,749,98,1690
2004-05-21 15:00:00,989,757,110,1724
2004-05-21 16:00:00,925,783,114,1680
2004-05-21 17:00:00,795,815,122,1572
2004-05-21 18:00:00,1263,670,155,1923
2004-05-21 19:00:00,1184,716,145,1815
2004-05-21 20:00:00,1272,715,146,1794
2004-05-21 21:00:00,1177,772,130,1698
2004-05-21 22:00:00,1231,771,126,1682
2004-05-21 23:00:00,1243,732,127,1745
2004-05-22 00:00:00,1427,662,126,1841
2004-05-22 01:00:00,1454,674,124,1782
2004-05-22 02:00:00,1183,770,93,1594
2004-05-22 03:00:00,908,902,-200,1455
2004-05-22 04:00:00,821,994,58,1385
2004-05-22 05:00:00,777,1024,59,1374
2004-05-22 06:00:00,888,959,66,1426
2004-05-22 07:00:00,1076,795,80,1643
2004-05-22 08:00:00,1285,696,94,1846
2004-05-22 09:00:00,1315,743,102,1740
2004-05-22 10:00:00,1250,777,96,1731
2004-05-22 11:00:00,978,813,91,1698
2004-05-22 12:00:00,1072,772,104,1736
2004-05-22 13:00:00,1064,770,84,1747
2004-05-22 14:00:00,825,872,76,1605
2004-05-22 15:00:00,924,800,87,1688
2004-05-22 16:00:00,966,773,101,1767
2004-05-22 17:00:00,1302,680,115,1965
2004-05-22 18:00:00,1256,710,110,1850
2004-05-22 19:00:00,1068,693,103,1933
2004-05-22 20:00:00,1070,781,90,1748
2004-05-22 21:00:00,792,930,68,1565
2004-05-22 22:00:00,1017,757,85,1891
2004-05-22 23:00:00,1207,681,100,1949
2004-05-23 00:00:00,1499,608,114,2107
2004-05-23 01:00:00,1474,660,108,1931
2004-05-23 02:00:00,1163,759,78,1780
2004-05-23 03:00:00,1189,671,-200,1873
2004-05-23 04:00:00,815,954,55,1501
2004-05-23 05:00:00,507,1247,37,1374
2004-05-23 06:00:00,506,1257,53,1374
2004-05-23 07:00:00,716,1092,79,1455
2004-05-23 08:00:00,795,1034,65,1490
2004-05-23 09:00:00,594,1156,64,1393
2004-05-23 10:00:00,565,1137,66,1392
2004-05-23 11:00:00,523,1105,53,1407
2004-05-23 12:00:00,591,1071,69,1452
2004-05-23 13:00:00,559,1129,57,1393
2004-05-23 14:00:00,430,1247,36,1346
2004-05-23 15:00:00,522,1091,57,1434
2004-05-23 16:00:00,641,1023,73,1468
2004-05-23 17:00:00,738,991,81,1490
2004-05-23 18:00:00,778,997,91,1502
2004-05-23 19:00:00,718,972,65,1528
2004-05-23 20:00:00,689,986,56,1552
2004-05-23 21:00:00,852,934,69,1563
2004-05-23 22:00:00,854,948,73,1571
2004-05-23 23:00:00,664,1081,76,1388
2004-05-24 00:00:00,544,1163,67,1351
2004-05-24 01:00:00,461,1285,44,1276
2004-05-24 02:00:00,352,1536,21,1169
2004-05-24 03:00:00,308,1807,-200,1111
2004-05-24 04:00:00,301,1904,19,1110
2004-05-24 05:00:00,307,1803,29,1089
2004-05-24 06:00:00,441,1288,69,1255
2004-05-24 07:00:00,775,1010,111,1394
2004-05-24 08:00:00,907,944,81,1379
2004-05-24 09:00:00,763,1066,56,1271
2004-05-24 10:00:00,649,1155,90,1179
2004-05-24 11:00:00,598,1203,85,1162
2004-05-24 12:00:00,579,1139,83,1208
2004-05-24 13:00:00,596,1107,85,1212
2004-05-24 14:00:00,595,1160,85,1200
2004-05-24 15:00:00,607,1122,81,1238
2004-05-24 16:00:00,662,1101,92,1259
2004-05-24 17:00:00,822,959,108,1397
2004-05-24 18:00:00,987,896,106,1392
2004-05-24 19:00:00,966,925,114,1416
2004-05-24 20:00:00,763,1072,96,1241
2004-05-24 21:00:00,617,1154,77,1213
2004-05-24 22:00:00,564,1159,73,1209
2004-05-24 23:00:00,646,1134,86,1184
2004-05-25 00:00:00,753,1120,84,1187
2004-05-25 01:00:00,669,1200,56,1150
2004-05-25 02:00:00,435,1522,31,1063
2004-05-25 03:00:00,436,1472,-200,1068
2004-05-25 04:00:00,403,1559,30,1048
2004-05-25 05:00:00,532,1386,51,1107
2004-05-25 06:00:00,536,1291,45,1125
2004-05-25 07:00:00,917,949,82,1405
2004-05-25 08:00:00,1481,657,100,1786
2004-05-25 09:00:00,1187,820,91,1459
2004-05-25 10:00:00,1220,885,130,1451
2004-05-25 11:00:00,1381,815,155,1541
2004-05-25 12:00:00,1103,913,114,1391
2004-05-25 13:00:00,1105,874,127,1459
2004-05-25 14:00:00,1248,796,138,1595
2004-05-25 15:00:00,976,925,-200,1401
2004-05-25 16:00:00,898,939,-200,1390
2004-05-25 17:00:00,1038,867,-200,1512
2004-05-25 18:00:00,1395,720,-200,1859
2004-05-25 19:00:00,-200,-200,-200,-200
2004-05-25 20:00:00,-200,-200,-200,-200
2004-05-25 21:00:00,-200,-200,-200,-200
2004-05-25 22:00:00,-200,-200,-200,-200
2004-05-25 23:00:00,-200,-200,-200,-200
2004-05-26 00:00:00,-200,-200,-200,-200
2004-05-26 01:00:00,-200,-200,-200,-200
2004-05-26 02:00:00,-200,-200,-200,-200
2004-05-26 03:00:00,-200,-200,-200,-200
2004-05-26 04:00:00,-200,-200,-200,-200
2004-05-26 05:00:00,-200,-200,-200,-200
2004-05-26 06:00:00,-200,-200,-200,-200
2004-05-26 07:00:00,-200,-200,-200,-200
2004-05-26 08:00:00,-200,-200,-200,-200
2004-05-26 09:00:00,1608,946,-200,1467
2004-05-26 10:00:00,1327,1144,136,1392
2004-05-26 11:00:00,1292,1118,135,1436
2004-05-26 12:00:00,1114,1156,115,1416
2004-05-26 13:00:00,1060,1128,112,1449
2004-05-26 14:00:00,915,1237,112,1345
2004-05-26 15:00:00,893,1200,109,1366
2004-05-26 16:00:00,768,1276,112,1325
2004-05-26 17:00:00,1126,1023,-200,1591
2004-05-26 18:00:00,1284,933,-200,1707
2004-05-26 19:00:00,1269,933,-200,1709
2004-05-26 20:00:00,1290,939,-200,1720
2004-05-26 21:00:00,1119,1064,-200,1536
2004-05-26 22:00:00,1027,1116,-200,1480
2004-05-26 23:00:00,1155,1012,-200,1564
2004-05-27 00:00:00,1078,1072,-200,1471
2004-05-27 01:00:00,954,1155,-200,1393
2004-05-27 02:00:00,726,1295,-200,1288
2004-05-27 03:00:00,656,1417,-200,1248
2004-05-27 04:00:00,573,1442,-200,1232
2004-05-27 05:00:00,780,1246,-200,1367
2004-05-27 06:00:00,920,1085,-200,1429
2004-05-27 07:00:00,1544,739,-200,2102
2004-05-27 08:00:00,1789,632,-200,2337
2004-05-27 09:00:00,1629,749,-200,2043
2004-05-27 10:00:00,997,1071,-200,1513
2004-05-27 11:00:00,847,1132,-200,1446
2004-05-27 12:00:00,958,995,-200,1586
2004-05-27 13:00:00,854,1009,-200,1574
2004-05-27 14:00:00,782,1071,-200,1515
2004-05-27 15:00:00,888,1016,-200,1580
2004-05-27 16:00:00,764,1066,-200,1521
2004-05-27 17:00:00,1170,842,-200,1801
2004-05-27 18:00:00,1385,767,-200,1986
2004-05-27 19:00:00,1237,822,-200,1868
2004-05-27 20:00:00,1127,904,-200,1735
2004-05-27 21:00:00,1091,961,-200,1661
2004-05-27 22:00:00,972,1032,-200,1553
2004-05-27 23:00:00,949,1026,-200,1530
2004-05-28 00:00:00,890,1015,-200,1480
2004-05-28 01:00:00,763,1089,-200,1403
2004-05-28 02:00:00,833,1074,-200,1439
2004-05-28 03:00:00,675,1221,-200,1321
2004-05-28 04:00:00,672,1305,-200,1309
2004-05-28 05:00:00,626,1276,-200,1339
2004-05-28 06:00:00,882,992,-200,1536
2004-05-28 07:00:00,1264,762,-200,1914
2004-05-28 08:00:00,1330,722,-200,2008
2004-05-28 09:00:00,1324,774,-200,1952
2004-05-28 10:00:00,901,998,-200,1609
2004-05-28 11:00:00,852,1012,-200,1600
2004-05-28 12:00:00,1009,902,-200,1738
2004-05-28 13:00:00,831,949,-200,1641
2004-05-28 14:00:00,954,908,-200,1706
2004-05-28 15:00:00,814,982,115,1564
2004-05-28 16:00:00,845,966,117,1590
2004-05-28 17:00:00,956,887,105,1790
2004-05-28 18:00:00,1102,843,114,1805
2004-05-28 19:00:00,994,900,103,1710
2004-05-28 20:00:00,935,959,119,1680
2004-05-28 21:00:00,839,1070,102,1547
2004-05-28 22:00:00,797,1082,96,1546
2004-05-28 23:00:00,968,937,109,1706
2004-05-29 00:00:00,886,1009,119,1594
2004-05-29 01:00:00,764,1091,103,1509
2004-05-29 02:00:00,657,1180,84,1466
2004-05-29 03:00:00,540,1302,-200,1390
2004-05-29 04:00:00,621,1179,59,1417
2004-05-29 05:00:00,450,1562,29,1266
2004-05-29 06:00:00,434,1588,45,1277
2004-05-29 07:00:00,559,1293,80,1356
2004-05-29 08:00:00,548,1303,77,1343
2004-05-29 09:00:00,525,1326,68,1330
2004-05-29 10:00:00,522,1329,66,1335
2004-05-29 11:00:00,535,1296,70,1366
2004-05-29 12:00:00,585,1204,74,1421
2004-05-29 13:00:00,521,1284,64,1350
2004-05-29 14:00:00,493,1382,60,1311
2004-05-29 15:00:00,501,1353,63,1330
2004-05-29 16:00:00,559,1279,75,1369
2004-05-29 17:00:00,589,1247,79,1397
2004-05-29 18:00:00,596,1221,83,1426
2004-05-29 19:00:00,681,1163,93,1437
2004-05-29 20:00:00,783,1106,112,1463
2004-05-29 21:00:00,738,1177,103,1408
2004-05-29 22:00:00,762,1056,93,1511
2004-05-29 23:00:00,929,897,112,1707
2004-05-30 00:00:00,1044,907,125,1652
2004-05-30 01:00:00,892,1030,107,1509
2004-05-30 02:00:00,807,1078,76,1437
2004-05-30 03:00:00,710,1085,-200,1418
2004-05-30 04:00:00,712,1113,55,1374
2004-05-30 05:00:00,568,1271,37,1299
2004-05-30 06:00:00,575,1295,45,1320
2004-05-30 07:00:00,658,1263,61,1353
2004-05-30 08:00:00,537,1417,67,1272
